t,accel_change_x,accel_change_y,accel_change_z,gyro_change_x,gyro_change_y,gyro_change_z,accel_magnitude,gyro_magnitude,accel_mean_x,accel_mean_y,accel_mean_z,gyro_mean_x,gyro_mean_y,gyro_mean_z,accel_std_x,accel_std_y,accel_std_z,gyro_std_x,gyro_std_y,gyro_std_z,accel_energy,gyro_energy,label
2024-11-14 02:47:57.762532400,0.0493111014366149,0.0492839813232421,0.2020177841186523,0.0448985621333122,0.0497854775749146,0.0277943471446632,0.2137093368109409,0.0577364153501774,0.0246555507183074,-0.024641990661621,-0.1010088920593261,0.0758999474346637,-0.0181732263881713,-0.0068722288124262,0.0348682142136081,0.0348490373975356,0.142848145070579,0.0317480777499906,0.0352036487978329,0.0196535713446443,0.0456716806401722,0.0149100916096811,other
2024-11-14 02:47:58.292622800,0.4788198471069336,0.2462787628173828,0.5904254913330078,0.0720820464193821,0.1429423466324805,0.0494800470769405,0.4127567362708925,0.2840036657164065,-0.0526282573118805,0.0292829573154449,0.1238827407360076,-0.0343038748032995,0.1132581466517876,0.0348479269232484,0.2370584247791443,0.1797876894728425,0.2874370080095534,0.1003046791991774,0.1459741795867225,0.0684321323020256,5.91252372445617,1.6046191735584483,other
2024-11-14 02:47:58.822712800,0.0713341236114502,0.0374960899353028,0.1023607254028319,0.0335975643247365,0.0360410213470459,0.002748891711235,0.1688904980979464,0.1731965910656963,-0.0014434528927649,-0.0619819846845442,0.0424864215235556,0.0166657705032717,0.0487952868889776,0.0459872800669061,0.2264647687851674,0.2312884751922947,0.2527318222768588,0.101893090278872,0.1576427232843104,0.0541819119537918,10.638130130918835,2.624276274810309,other
2024-11-14 02:47:59.352802800,0.1519904136657714,0.0953890085220336,0.0815505981445313,0.0366518869996071,0.0360410222783684,0.0256563201546669,0.3537159226766866,0.1102022766711646,-0.0060956604454828,-0.042657394124114,0.0217072652733844,0.0232726200344546,0.0490550973105279,0.0480392029586136,0.2017454581097983,0.2072490892799755,0.2368993456723421,0.0881817407177012,0.1345381397615908,0.0607380012014137,12.933676497646458,3.174004790658245,other
2024-11-14 02:47:59.882892300,0.4225571155548094,0.2083065509796142,0.060460090637207,0.0006108647212386,0.0690277181565762,0.0311541110277175,0.3406891677775359,0.1987820551823653,-0.0032005170818235,-0.0139489598938676,0.0307806671642866,0.0258966609577984,0.0684844510184627,0.0561294603265524,0.1995095775232263,0.2061748280054066,0.2388751354872737,0.0806194935744185,0.1358244723430246,0.0589992053536053,17.004765335315284,4.47824760230829,other
2024-11-14 02:48:00.412981800,0.1356418132781981,0.1443291902542114,0.0626583099365234,0.0473420191556215,0.0076358020305632,0.0329866986721754,0.2699741902699222,0.1837944386356588,-0.0120060857581464,-0.0211037605216628,0.0061914920806884,0.0185731024547222,0.0655152475594245,0.0561734372416762,0.1869708778242979,0.2001314057581876,0.2340242410334432,0.0793666610249237,0.1435776913057434,0.0776186388823713,19.691916256969904,6.1581640402224,other
2024-11-14 02:48:00.943071500,0.0386419296264649,0.0102338790893554,0.0187168121337891,0.0155770517885684,0.0042760521173476,0.0076358094811438,0.0914623567393563,0.2360306761674488,-0.0028058118545092,-0.0156316013781579,0.0113269889747703,0.0144543360213871,0.0613398862294891,0.0504399775389893,0.1758115710960363,0.1873005592474691,0.2179009246831218,0.0757478444966964,0.1444510971613616,0.0734816923049241,20.60769048185084,6.978475575104367,other
2024-11-14 02:48:01.473161500,0.1301450729370118,0.2655096054077148,0.3312721252441406,0.0626136427745223,0.0216857008635997,0.1185077428817749,0.4877013068584996,1.317812923689205,0.0030762273466811,-0.0007534266080496,0.0082763950779752,0.0187941769929822,0.1047921242797252,0.0838152581294844,0.1757473491054832,0.2415020943107314,0.2135858287656983,0.0939934442671263,0.2218082693886212,0.2123405740794219,28.46563025134823,25.651020089417628,other
2024-11-14 02:48:02.003252000,0.4526349902153015,0.6433744430541992,0.2420015335083007,0.0552832782268524,0.6701185703277588,0.0583375692367553,0.8305221486960513,2.0766442511241694,-0.0789544828975003,0.043379034138908,-0.0619531800924253,0.0077443515197835,0.0792470844884639,0.3267129517349411,0.4057345806849207,0.520886014683383,0.5402295145986322,0.1923117287913981,0.4940753157649208,0.6931996751905576,178.29037010067904,210.9161276427816,other
2024-11-14 02:48:02.533343500,0.2347363233566284,0.2475042343139648,2.066039085388184,0.1737910360097886,0.8854485303163526,0.1514944434165955,3.097246467781483,0.613756927500123,0.0178499699789373,0.0312060531886184,-0.0063532959012424,0.0072528958506368,0.140614559271211,0.3363596664629072,0.5638252719748957,0.6715923721746591,0.7773870154001636,0.2270032902537215,0.5831448979587419,0.7344012255871746,372.5175607059711,288.4489170792487,other
