t,accel_change_x,accel_change_y,accel_change_z,gyro_change_x,gyro_change_y,gyro_change_z,accel_magnitude,gyro_magnitude,accel_mean_x,accel_mean_y,accel_mean_z,gyro_mean_x,gyro_mean_y,gyro_mean_z,accel_std_x,accel_std_y,accel_std_z,gyro_std_x,gyro_std_y,gyro_std_z,accel_energy,gyro_energy,label
2024-11-14 02:47:57.762532400,0.0493111014366149,0.0492839813232421,0.2020177841186523,0.0448985621333122,0.0497854775749146,0.0277943471446632,0.2137093368109409,0.0577364153501774,0.0246555507183074,-0.024641990661621,-0.1010088920593261,0.0758999474346637,-0.0181732263881713,-0.0068722288124262,0.0348682142136081,0.0348490373975356,0.142848145070579,0.0317480777499906,0.0352036487978329,0.0196535713446443,0.0456716806401722,0.0149100916096811,other
2024-11-14 02:47:58.822712800,0.0713341236114502,0.0374960899353028,0.1023607254028319,0.0335975643247365,0.0360410213470459,0.002748891711235,0.1688904980979464,0.1731965910656963,-0.0014434528927649,-0.0619819846845442,0.0424864215235556,0.0166657705032717,0.0487952868889776,0.0459872800669061,0.2264647687851674,0.2312884751922947,0.2527318222768588,0.101893090278872,0.1576427232843104,0.0541819119537918,10.638130130918835,2.624276274810309,other
2024-11-14 02:47:59.882892300,0.4225571155548094,0.2083065509796142,0.060460090637207,0.0006108647212386,0.0690277181565762,0.0311541110277175,0.3406891677775359,0.1987820551823653,-0.0032005170818235,-0.0139489598938676,0.0307806671642866,0.0258966609577984,0.0684844510184627,0.0561294603265524,0.1995095775232263,0.2061748280054066,0.2388751354872737,0.0806194935744185,0.1358244723430246,0.0589992053536053,17.004765335315284,4.47824760230829,other
2024-11-14 02:48:00.943071500,0.0386419296264649,0.0102338790893554,0.0187168121337891,0.0155770517885684,0.0042760521173476,0.0076358094811438,0.0914623567393563,0.2360306761674488,-0.0028058118545092,-0.0156316013781579,0.0113269889747703,0.0144543360213871,0.0613398862294891,0.0504399775389893,0.1758115710960363,0.1873005592474691,0.2179009246831218,0.0757478444966964,0.1444510971613616,0.0734816923049241,20.60769048185084,6.978475575104367,other
2024-11-14 02:48:02.003252000,0.4526349902153015,0.6433744430541992,0.2420015335083007,0.0552832782268524,0.6701185703277588,0.0583375692367553,0.8305221486960513,2.0766442511241694,-0.0789544828975003,0.043379034138908,-0.0619531800924253,0.0077443515197835,0.0792470844884639,0.3267129517349411,0.4057345806849207,0.520886014683383,0.5402295145986322,0.1923117287913981,0.4940753157649208,0.6931996751905576,178.29037010067904,210.9161276427816,other
2024-11-14 02:48:03.063435500,1.098003387451172,1.2831673622131343,0.5683984756469727,0.0116064548492431,0.1627954840660095,0.204028844833374,1.4109511454918129,1.832579240315921,-0.0340318993375396,0.0091499439533183,0.0315895680560181,0.0261508780766728,0.0650469853621961,0.3611323363928275,0.6332253472105489,0.7432706719514266,0.868370366267099,0.3269760771101036,0.7003757734062174,0.7541045946666878,514.6317275902782,391.8702349423627,other
2024-11-14 02:48:04.123621000,7.621232748031616,1.116016507148743,6.298917770385742,0.0601701736450195,1.951102137565613,0.4746418595314026,6.829731154216326,1.0251580712000643,-0.0709261288094586,0.033466097235021,0.0199760284213071,0.0108622562629685,0.0939044285158321,0.3700220605201867,0.8396243232840859,0.8177258411556743,0.9758295193247422,0.4378404537447111,0.7864569917231214,0.7254521069238064,842.0164305236925,535.27491633537,other
2024-11-14 02:48:05.183808000,0.6393479108810423,0.2700021266937253,0.5546474456787109,0.1652389168739315,0.0442876955494285,0.2156352698802947,2.0577594847367062,0.9332848161406418,0.0777381923561695,0.1024936213030069,0.0445496776092673,0.0384497399680797,0.1184715785237743,0.315667994713915,1.0792537966632765,0.9314244053820396,1.1536618764764832,0.5111561119436384,0.8588438015906362,0.7236488246841596,1423.76001597063,689.5957214232478,other
2024-11-14 02:48:06.243995000,0.5596773624420166,0.1940820217132568,0.6977415084838867,0.1652389764785766,0.3228421211242676,0.0479528903961181,2.420235840702716,2.192400761447085,0.1206801306317208,-0.0858756589444346,0.1259647978786611,0.0548156086962643,0.0285148383842185,0.135821729851476,1.2294140810054182,1.123495313011437,1.2483275686601445,0.5273399616288064,0.8731780729414944,0.8894988980247229,2101.92501219434,891.796775753525,other
2024-11-14 02:48:07.304181500,1.616970777511597,0.603485107421875,6.2665839195251465,1.8820744752883911,1.905898094177246,0.1420260667800903,13.294385323420151,3.3573920896661336,-0.0285069438666655,-0.1271601865872245,0.0822421079192214,0.0806279518021115,0.1008388983335228,0.1751660402417243,1.4082534250017826,1.1376287799032525,1.4756848652160337,0.6031035772671727,1.002772037402272,0.8699642691791664,2964.03771806805,1175.8978713263573,other
